# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311000	1311203	-	WP_004565732.1	WP_004565732.1		hypothetical protein			NELON_RS06450	204	67	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311203	1311424	-							NELON_RS06455	222		old_locus_tag=NELON_06790
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311203	1311424	-	WP_004565733.1	WP_004565733.1		hypothetical protein			NELON_RS06455	222	73	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311465	1311758	-							NELON_RS06460	294		old_locus_tag=NELON_06795
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311465	1311758	-	WP_004565734.1	WP_004565734.1		hypothetical protein			NELON_RS06460	294	97	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311945	1313303	-							NELON_RS06465	1359		old_locus_tag=NELON_06800
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1311945	1313303	-	WP_004565735.1	WP_004565735.1		PFL family protein			NELON_RS06465	1359	452	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1313492	1313764	-							NELON_RS06470	273		old_locus_tag=NELON_06810
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1313492	1313764	-	WP_004565737.1	WP_004565737.1		ACT domain-containing protein			NELON_RS06470	273	90	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1314234	1315571	+							NELON_RS06475	1338		old_locus_tag=NELON_06815
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1314234	1315571	+	WP_041961412.1	WP_041961412.1		NADP-specific glutamate dehydrogenase			NELON_RS06475	1338	445	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1315765	1316172	+							NELON_RS06480	408		old_locus_tag=NELON_06820
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1315765	1316172	+	WP_040665639.1	WP_040665639.1		lipoprotein			NELON_RS06480	408	135	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1316422	1317801	-							NELON_RS06485	1380		old_locus_tag=NELON_06825
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1316422	1317801	-	WP_004565742.1	WP_004565742.1		transporter			NELON_RS06485	1380	459	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1317996	1319045	+							NELON_RS06490	1050		old_locus_tag=NELON_06830
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1317996	1319045	+	WP_004565743.1	WP_004565743.1		sulfate ABC transporter substrate-binding protein			NELON_RS06490	1050	349	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1319166	1319645	+							NELON_RS06495	480		old_locus_tag=NELON_06835
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1319166	1319645	+	WP_004565744.1	WP_004565744.1		hypothetical protein			NELON_RS06495	480	159	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1319730	1319978	-							NELON_RS06500	249		old_locus_tag=NELON_06840
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1319730	1319978	-	WP_041961413.1	WP_041961413.1		CsbD family protein			NELON_RS06500	249	82	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1320142	1320501	-							NELON_RS06505	360		pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1320142	1320501	-				hypothetical protein			NELON_RS06505	360		pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1320574	1322739	-							NELON_RS06510	2166		old_locus_tag=NELON_06850
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1320574	1322739	-	WP_004565748.1	WP_004565748.1		copper-translocating P-type ATPase			NELON_RS06510	2166	721	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1322840	1323049	-							NELON_RS06515	210		old_locus_tag=NELON_06855
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1322840	1323049	-	WP_004565749.1	WP_004565749.1		copper chaperone			NELON_RS06515	210	69	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1323197	1323589	+							NELON_RS06520	393		old_locus_tag=NELON_06860
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1323197	1323589	+	WP_003742986.1	WP_003742986.1		Cu(I)-responsive transcriptional regulator			NELON_RS06520	393	130	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1323639	1324127	-							NELON_RS06525	489		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1323639	1324127	-	WP_004565750.1	WP_004565750.1		hypothetical protein			NELON_RS06525	489	162	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1324251	1324920	+							NELON_RS06530	670		pseudo;old_locus_tag=NELON_06870
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1324251	1324920	+				IS1595 family transposase			NELON_RS06530	670		pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1325064	1325315	+							NELON_RS06535	252		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1325064	1325315	+	WP_040665641.1	WP_040665641.1		hypothetical protein			NELON_RS06535	252	83	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1325317	1325727	+							NELON_RS06540	411		old_locus_tag=NELON_06875
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1325317	1325727	+	WP_004565753.1	WP_004565753.1		hypothetical protein			NELON_RS06540	411	136	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1325870	1326247	-							NELON_RS06545	378		old_locus_tag=NELON_06880
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1325870	1326247	-	WP_004565754.1	WP_004565754.1		IS3 family transposase			NELON_RS06545	378	125	
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1326526	1326601	-							NELON_RS06550	76		old_locus_tag=NELON_06885
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1326526	1326601	-				tRNA-Glu			NELON_RS06550	76		anticodon=TTC
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1326726	1327625	+							NELON_RS06555	900		old_locus_tag=NELON_06890
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1326726	1327625	+	WP_041961415.1	WP_041961415.1		recombination-associated protein RdgC			NELON_RS06555	900	299	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1327649	1328017	+							NELON_RS06560	369		old_locus_tag=NELON_06895
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1327649	1328017	+	WP_040665629.1	WP_040665629.1		hypothetical protein			NELON_RS06560	369	122	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1328059	1328868	+							NELON_RS06565	810		old_locus_tag=NELON_06900
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1328059	1328868	+	WP_004565759.1	WP_004565759.1		ADP-ribosylglycohydrolase			NELON_RS06565	810	269	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1328865	1329281	+							NELON_RS06570	417		old_locus_tag=NELON_06905
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1328865	1329281	+	WP_004565760.1	WP_004565760.1		hypothetical protein			NELON_RS06570	417	138	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1329357	1329923	+							NELON_RS06575	567		old_locus_tag=NELON_06910
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1329357	1329923	+	WP_004565761.1	WP_004565761.1		deoxycytidine triphosphate deaminase			NELON_RS06575	567	188	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1329985	1330761	+							NELON_RS06580	777		old_locus_tag=NELON_06915
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1329985	1330761	+	WP_004565762.1	WP_004565762.1		peroxide stress protein YaaA			NELON_RS06580	777	258	
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1330822	1330912	+							NELON_RS06585	91		old_locus_tag=NELON_06920
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1330822	1330912	+				tRNA-Ser			NELON_RS06585	91		anticodon=TGA
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1330954	1331044	+							NELON_RS06590	91		old_locus_tag=NELON_06925
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1330954	1331044	+				tRNA-Ser			NELON_RS06590	91		anticodon=TGA
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1331069	1331158	+							NELON_RS06595	90		old_locus_tag=NELON_06930
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1331069	1331158	+				tRNA-Ser			NELON_RS06595	90		anticodon=CGA
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1331639	1332094	-							NELON_RS06600	456		old_locus_tag=NELON_06940
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1331639	1332094	-	WP_004565764.1	WP_004565764.1		membrane protein			NELON_RS06600	456	151	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1332388	1334154	+							NELON_RS06605	1767		old_locus_tag=NELON_06945
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1332388	1334154	+	WP_004565765.1	WP_004565765.1		Na/Pi cotransporter family protein			NELON_RS06605	1767	588	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1334275	1335081	+							NELON_RS06610	807		pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1334275	1335081	+				IS481 family transposase			NELON_RS06610	807		pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1335475	1335960	-							NELON_RS06615	486		old_locus_tag=NELON_06955
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1335475	1335960	-	WP_040665631.1	WP_040665631.1		phage virion morphogenesis protein			NELON_RS06615	486	161	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1336087	1336335	-							NELON_RS06620	249		partial;pseudo;old_locus_tag=NELON_06960
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1336087	1336335	-				hypothetical protein			NELON_RS06620	249		partial;pseudo
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1336381	1336785	-							NELON_RS06625	405		partial;pseudo;old_locus_tag=NELON_06965
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1336381	1336785	-				hypothetical protein			NELON_RS06625	405		partial;pseudo
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1336951	1337064	-							NELON_RS11710	114		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1336951	1337064	-				terminase			NELON_RS11710	114		partial;pseudo
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1337190	1337375	+							NELON_RS11715	186		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1337190	1337375	+				hypothetical protein			NELON_RS11715	186		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1337818	1340529	-							NELON_RS06635	2712		old_locus_tag=NELON_06980
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1337818	1340529	-	WP_052437438.1	WP_052437438.1		hypothetical protein			NELON_RS06635	2712	903	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1340773	1341849	+							NELON_RS06640	1077		old_locus_tag=NELON_06985
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1340773	1341849	+	WP_041961610.1	WP_041961610.1		acriflavin resistance protein			NELON_RS06640	1077	358	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1342167	1343282	+							NELON_RS06645	1116		old_locus_tag=NELON_06990
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1342167	1343282	+	WP_040665633.1	WP_040665633.1		NADH-dependent flavin oxidoreductase			NELON_RS06645	1116	371	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1343476	1343604	-							NELON_RS11720	129		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1343476	1343604	-				phosphopentomutase			NELON_RS11720	129		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1343921	1344994	-							NELON_RS06650	1074		old_locus_tag=NELON_06995
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1343921	1344994	-	WP_041961416.1	WP_041961416.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD			NELON_RS06650	1074	357	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1345229	1345720	+							NELON_RS06655	492		old_locus_tag=NELON_07005
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1345229	1345720	+	WP_003771529.1	WP_003771529.1		ribonuclease			NELON_RS06655	492	163	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1345724	1346143	+							NELON_RS06660	420		old_locus_tag=NELON_07010
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1345724	1346143	+	WP_003771526.1	WP_003771526.1		OsmC family protein			NELON_RS06660	420	139	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1346306	1347787	+							NELON_RS06665	1482		old_locus_tag=NELON_07015
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1346306	1347787	+	WP_041961417.1	WP_041961417.1		phosphate acetyltransferase			NELON_RS06665	1482	493	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1348076	1348336	+							NELON_RS06670	261		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1348076	1348336	+	WP_003771518.1	WP_003771518.1		hypothetical protein			NELON_RS06670	261	86	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1348419	1349720	+							NELON_RS06675	1302		old_locus_tag=NELON_07030
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1348419	1349720	+	WP_041961418.1	WP_041961418.1		HlyC/CorC family transporter			NELON_RS06675	1302	433	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1349814	1350878	+							NELON_RS06680	1065		old_locus_tag=NELON_07035
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1349814	1350878	+	WP_003771512.1	WP_003771512.1		DNA polymerase IV			NELON_RS06680	1065	354	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1350863	1351126	+							NELON_RS11725	264		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1350863	1351126	+	WP_081456072.1	WP_081456072.1		hypothetical protein			NELON_RS11725	264	87	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1351096	1351830	-							NELON_RS06685	735		old_locus_tag=NELON_07040
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1351096	1351830	-	WP_003771510.1	WP_003771510.1		hypothetical protein			NELON_RS06685	735	244	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1351904	1352665	-							NELON_RS06690	762		old_locus_tag=NELON_07045
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1351904	1352665	-	WP_040665772.1	WP_040665772.1		CDP-diacylglycerol--serine O-phosphatidyltransferase			NELON_RS06690	762	253	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1352790	1353200	-							NELON_RS06695	411		old_locus_tag=NELON_07050
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1352790	1353200	-	WP_003771504.1	WP_003771504.1		membrane protein			NELON_RS06695	411	136	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1353273	1353743	-							NELON_RS06700	471		old_locus_tag=NELON_07055
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1353273	1353743	-	WP_041961419.1	WP_041961419.1		osmoprotectant transport activator ProQ			NELON_RS06700	471	156	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1354064	1357711	+							NELON_RS06705	3648		old_locus_tag=NELON_07060
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1354064	1357711	+	WP_041961420.1	WP_041961420.1		TonB-dependent receptor			NELON_RS06705	3648	1215	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1357708	1357995	-							NELON_RS06710	288		old_locus_tag=NELON_07065
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1357708	1357995	-	WP_003771491.1	WP_003771491.1		hypothetical protein			NELON_RS06710	288	95	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1357994	1358950	+							NELON_RS06715	957		old_locus_tag=NELON_07070
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1357994	1358950	+	WP_003771492.1	WP_003771492.1		hypothetical protein			NELON_RS06715	957	318	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1359170	1360663	+							NELON_RS06720	1494		old_locus_tag=NELON_07080
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1359170	1360663	+	WP_003771489.1	WP_003771489.1		DUF560 domain-containing protein			NELON_RS06720	1494	497	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1360831	1362834	-							NELON_RS06725	2004		old_locus_tag=NELON_07085
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1360831	1362834	-	WP_041961421.1	WP_041961421.1		DNA helicase Rep			NELON_RS06725	2004	667	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1362926	1363927	-							NELON_RS06730	1002		old_locus_tag=NELON_07090
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1362926	1363927	-	WP_003771483.1	WP_003771483.1		branched-chain-amino-acid transaminase			NELON_RS06730	1002	333	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1364120	1364464	+							NELON_RS06735	345		old_locus_tag=NELON_07095
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1364120	1364464	+	WP_040665765.1	WP_040665765.1		DUF1049 domain-containing protein			NELON_RS06735	345	114	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1364471	1365643	+							NELON_RS06740	1173		old_locus_tag=NELON_07100
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1364471	1365643	+	WP_003771475.1	WP_003771475.1		lipopolysaccharide assembly protein LapB			NELON_RS06740	1173	390	
